OriginalAddress,ChosenAddress,Url,Owner,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl
201 E 30TH ST,,http://streeteasy.com/building/431-3-avenue-new_york,"Owned by: R&R ASSETS, LLC",3675,"#48 - 201 East 30th Street
$3,675  4 rooms, 2 beds 1 bath",http://streeteasy.com/building/431-3-avenue-new_york/48,0,,,0,,,0,,
245 E 30TH ST,,http://streeteasy.com/building/245-east-30-street-new_york,Owned by: 245 EAST 30TH STREET,6066,"#52 - 245 East 30th Street
$6,066   NO FEE 6 rooms, 4 beds 1 bath",http://streeteasy.com/building/245-east-30-street-new_york/52,5900,"#92 - 245 East 30th Street
$5,900   NO FEE 6 rooms, 4 beds 1 bath",http://streeteasy.com/building/245-east-30-street-new_york/92,4025,"#34 - 245 East 30th Street
$4,025   NO FEE 4 rooms, 2 beds 1 bath",http://streeteasy.com/building/245-east-30-street-new_york/34,3986,"#84 - 245 East 30th Street
$3,986  NO FEE 4 rooms, 2 beds 1 bath",http://streeteasy.com/building/245-east-30-street-new_york/84
32 E 30TH ST,,http://streeteasy.com/building/32-east-30-street-new_york,,0,,,0,,,0,,,0,,
333 E 30TH ST,,http://streeteasy.com/building/kips-bay-towers-333-east-30-street-new_york,,2900,"#8N - 333 East 30th Street
$2,900  IN CONTRACT 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/kips-bay-towers-333-east-30-street-new_york/8n,2495,"#7F - 333 East 30th Street

Open House: Wed, May 3 (4:00 PM - 5:00 PM)   ADD TO PLANNER $2,495  2.5 rooms, studio 1 bath",http://streeteasy.com/building/kips-bay-towers-333-east-30-street-new_york/7f,0,,,0,,
334 E 30TH ST,,http://streeteasy.com/building/334-east-30-street-manhattan,"Owned by: STEINBERG, SHARON",0,,,0,,,0,,,0,,
335 E 30TH ST,335 East 10th Street,http://streeteasy.com/building/335-east-10-street-manhattan,Owned by: PARK EAST TENTH LLC,0,,,0,,,0,,,0,,
336 E 30TH ST,,http://streeteasy.com/building/336-east-30-street-new_york,Owned by: 336 EAST 30TH STREET,0,,,0,,,0,,,0,,
337 E 30TH ST,337 East 10th Street,http://streeteasy.com/building/337-east-10-street-manhattan,Owned by: PARK EAST TENTH LLC,2995,"#2E - 337 East 10th Street
$2,995  1 bed 1 bath",http://streeteasy.com/building/337-east-10-street-manhattan/2e,0,,,0,,,0,,
338 E 30TH ST,,http://streeteasy.com/building/338-east-30-street-new_york,Owned by: 338 EAST 30 LLC,0,,,0,,,0,,,0,,
339 E 30TH ST,339 East 10th Street,http://streeteasy.com/building/339-east-10-street-manhattan,Owned by: PARK EAST TENTH LLC,3995,"#4E - 339 East 10th Street
$3,995   2 beds 1 bath",http://streeteasy.com/building/339-east-10-street-manhattan/4e,0,,,0,,,0,,
340 E 30TH ST,,http://streeteasy.com/building/315-east-29-street-manhattan,Owned by: HENRY PHIPPS PLAZA NO,0,,,0,,,0,,,0,,
341 E 30TH ST,Kips Bay Towers,http://streeteasy.com/building/kips-bay-towers-343-east-30-street-new_york,,539460,"#14G - 343 East 30th Street
$539,460   IN CONTRACT 2 rooms, studio 1 bath 487 ft²",http://streeteasy.com/building/kips-bay-towers-343-east-30-street-new_york/14g,7800,"#15M - 343 East 30th Street

Open House: Sat, May 6 (12:00 PM - 1:30 PM, by appt. only)   ADD TO PLANNER $7,800   6 rooms, 4 beds 2 baths 1,300 ft²",http://streeteasy.com/building/kips-bay-towers-343-east-30-street-new_york/15m,2500,"#18G - 343 East 30th Street
$2,500   2 rooms, studio 1 bath",http://streeteasy.com/building/kips-bay-towers-343-east-30-street-new_york/18g,2350,"#4X - 343 East 30th Street
$2,350   2.5 rooms, studio 1 bath 475 ft²",http://streeteasy.com/building/kips-bay-towers-343-east-30-street-new_york/4x
342 E 30TH ST,,http://streeteasy.com/building/315-east-29-street-manhattan,Owned by: HENRY PHIPPS PLAZA NO,0,,,0,,,0,,,0,,
